year,league_id,team_id,park_id,span_first,span_last,games,openings,attendance
1919,AL,PHA,PHI11,5/2/19,9/29/19,70,7,21200
1919,NL,PHI,PHI09,4/23/19,9/26/19,71,11,67400
1919,NL,PIT,PIT06,5/2/19,9/20/19,70,13,109000
1919,AL,SLA,STL07,4/23/19,9/3/19,70,2,25000
1919,NL,SLN,STL05,5/1/19,9/28/19,69,6,25500
1919,AL,WS1,WAS09,4/23/19,9/28/19,72,4,43000
1920,AL,BOS,BOS07,4/15/20,9/28/20,76,12,137000
1920,NL,BRO,NYC15,4/14/20,10/3/20,78,53,645500
1920,NL,BSN,BOS08,4/24/20,10/2/20,74,11,58000
1920,AL,CHA,CHI10,4/14/20,9/27/20,77,12,286000
1920,NL,CHN,CHI11,4/22/20,10/3/20,77,18,155000
1920,NL,CIN,CIN07,4/14/20,10/3/20,77,17,184500
1920,AL,CLE,CLE06,4/14/20,9/25/20,78,16,292000
1920,AL,DET,DET04,4/22/20,10/3/20,78,11,137500
1920,NL,NY1,NYC14,4/14/20,10/3/20,80,62,974000
1920,AL,NYA,NYC14,4/22/20,9/26/20,77,66,1413288
1920,AL,PHA,PHI11,4/14/20,10/2/20,77,11,60400
1920,NL,PHI,PHI09,4/22/20,9/25/20,77,14,85500
1920,NL,PIT,PIT06,4/23/20,10/2/20,78,17,120800
1920,AL,SLA,STL07,4/22/20,10/3/20,78,7,65200
1920,NL,SLN,STL05,4/14/20,6/6/20,29,1,1500
1920,NL,SLN,STL07,7/1/20,9/5/20,47,6,20500
1920,AL,WS1,WAS09,4/22/20,10/3/20,76,13,126000
1921,AL,BOS,BOS07,4/21/21,10/1/21,77,14,153500
1921,NL,BRO,NYC15,4/17/21,10/2/21,78,73,665000
1921,NL,BSN,BOS08,4/13/21,9/28/21,74,19,113000
1921,AL,CHA,CHI10,4/21/21,10/2/21,77,13,214000
1921,NL,CHN,CHI11,4/13/21,9/28/21,76,21,183500
1921,NL,CIN,CIN07,4/13/21,10/2/21,76,24,146034
1921,AL,CLE,CLE06,4/21/21,9/8/21,77,15,259000
1921,AL,DET,DET04,4/14/21,10/2/21,77,11,154500
1921,NL,NY1,NYC14,4/21/21,9/10/21,79,70,1139500
1921,AL,NYA,NYC14,4/13/21,10/2/21,78,71,1474000
1921,AL,PHA,PHI11,4/21/21,9/29/21,77,11,114000
1921,NL,PHI,PHI09,4/13/21,10/1/21,76,19,155500
1921,NL,PIT,PIT06,4/21/21,9/27/21,76,29,318300
1921,AL,SLA,STL07,4/13/21,9/11/21,77,11,106000
1921,NL,SLN,STL07,4/23/21,10/2/21,78,21,166500
1921,AL,WS1,WAS09,4/13/21,10/2/21,76,10,89500
1922,AL,BOS,BOS07,4/12/22,9/30/22,73,17,93800
1922,NL,BRO,NYC15,4/16/22,10/1/22,78,67,563700
1922,NL,BSN,BOS08,4/21/22,9/27/22,76,20,60000
1922,AL,CHA,CHI10,4/12/22,9/24/22,77,21,332500
1922,NL,CHN,CHI11,4/20/22,10/1/22,76,21,222500
1922,NL,CIN,CIN07,4/12/22,10/1/22,79,43,301130
1922,AL,CLE,CLE06,4/12/22,10/1/22,80,14,228000
1922,AL,DET,DET04,4/20/22,9/24/22,77,13,187500
1922,NL,NY1,NYC14,4/12/22,10/1/22,79,65,973000
1922,AL,NYA,NYC14,4/20/22,9/10/22,77,69,1140000
1922,AL,PHA,PHI11,4/20/22,9/30/22,78,13,145000
1922,NL,PHI,PHI09,4/12/22,9/26/22,77,21,90500
1922,NL,PIT,PIT06,4/20/22,9/27/22,78,20,225500
1922,AL,SLA,STL07,4/20/22,10/1/22,77,10,236000
1922,NL,SLN,STL07,4/12/22,9/2/22,77,16,134000
1922,AL,WS1,WAS09,4/12/22,10/1/22,79,11,141500
1923,AL,BOS,BOS07,4/26/23,9/29/23,78,31,197100
1923,NL,BRO,NYC15,4/17/23,10/7/23,78,65,650500
1923,NL,BSN,BOS08,4/17/23,10/6/23,77,34,154400
1923,AL,CHA,CHI10,4/26/23,10/4/23,75,34,470500
1923,NL,CHN,CHI11,4/17/23,9/30/23,77,27,390500
1923,NL,CIN,CIN07,4/17/23,10/7/23,78,26,268000
1923,AL,CLE,CLE06,4/18/23,10/7/23,78,21,234873
1923,AL,DET,DET04,4/26/23,10/7/23,77,23,340384
1923,NL,NY1,NYC14,4/26/23,9/30/23,77,69,1008000
1923,AL,NYA,NYC16,4/18/23,10/7/23,76,71,1578200
1923,AL,PHA,PHI11,4/18/23,10/3/23,75,21,253000
1923,NL,PHI,PHI09,4/26/23,9/29/23,75,29,83100
1923,NL,PIT,PIT06,4/25/23,9/26/23,77,39,477500
1923,AL,SLA,STL07,4/18/23,10/4/23,78,59,369000
1923,NL,SLN,STL07,4/25/23,10/7/23,78,61,313000
1923,AL,WS1,WAS09,4/26/23,10/7/23,79,21,178500
1924,AL,BOS,BOS07,4/15/24,9/30/24,77,29,303500
1924,NL,BRO,NYC15,4/20/24,9/28/24,77,69,868000
1924,NL,BSN,BOS08,4/23/24,9/24/24,76,37,158500
1924,AL,CHA,CHI10,4/15/24,9/29/24,77,40,517500
1924,NL,CHN,CHI11,4/23/24,9/29/24,78,51,624036
1924,NL,CIN,CIN07,4/15/24,9/27/24,76,28,179360
1924,AL,CLE,CLE06,4/23/24,9/27/24,75,22,195500
1924,AL,DET,DET04,4/15/24,9/23/24,78,28,405297
1924,NL,NY1,NYC14,4/15/24,9/28/24,77,70,1182500
1924,AL,NYA,NYC16,4/23/24,9/7/24,78,73,1528584
1924,AL,PHA,PHI11,4/23/24,9/27/24,75,22,210000
1924,NL,PHI,PHI09,4/15/24,9/25/24,76,28,205000
1924,NL,PIT,PIT06,4/24/24,9/27/24,77,43,532500
1924,AL,SLA,STL07,4/23/24,9/24/24,78,63,537500
1924,NL,SLN,STL07,4/15/24,9/28/24,77,53,233000
1924,AL,WS1,WAS09,4/15/24,9/7/24,79,30,338500
1925,AL,BOS,BOS07,4/22/25,10/2/25,75,30,140000
1925,NL,BRO,NYC15,4/14/25,10/3/25,77,58,726000
1925,NL,BSN,BOS08,4/14/25,9/12/25,76,49,304500
1925,AL,CHA,CHI10,4/22/25,10/4/25,77,35,677500
1925,NL,CHN,CHI11,4/14/25,10/4/25,77,37,403200
1925,NL,CIN,CIN07,4/14/25,10/4/25,76,35,379973
1925,AL,CLE,CLE06,4/22/25,9/8/25,77,20,145116
1925,AL,DET,DET04,4/14/25,9/13/25,77,26,243481
1925,NL,NY1,NYC14,4/22/25,9/12/25,76,50,859700
1925,AL,NYA,NYC16,4/14/25,10/3/25,79,50,768500
1925,AL,PHA,PHI11,4/14/25,10/2/25,77,45,886700
1925,NL,PHI,PHI09,4/22/25,10/3/25,77,35,267800
1925,NL,PIT,PIT06,4/22/25,9/26/25,77,46,710353
1925,AL,SLA,STL07,4/14/25,10/4/25,78,53,334500
1925,NL,SLN,STL07,4/22/25,9/28/25,76,43,258000
1925,AL,WS1,WAS09,4/22/25,9/27/25,76,22,428000
1926,AL,BOS,BOS07,4/13/26,9/4/26,77,6,106000
1926,NL,BRO,NYC15,4/18/26,9/26/26,76,23,440500
1926,NL,BSN,BOS08,4/21/26,9/29/26,77,8,62000
1926,AL,CHA,CHI10,4/13/26,9/26/26,79,9,177200
1926,NL,CHN,CHI11,4/21/26,9/5/26,78,16,157699
1926,NL,CIN,CIN07,4/13/26,9/26/26,77,44,449880
1926,AL,CLE,CLE06,4/21/26,9/27/26,80,6,127000
1926,AL,DET,DET04,4/13/26,9/26/26,81,8,99055
1926,NL,NY1,NYC14,4/13/26,9/26/26,76,28,612500
1926,AL,NYA,NYC16,4/21/26,9/9/26,75,36,884500
1926,AL,PHA,PHI11,4/21/26,9/4/26,71,8,50159
1926,NL,PHI,PHI09,4/13/26,9/25/26,76,5,53000
1926,NL,PIT,PIT06,4/22/26,9/11/26,79,6,137000
1926,AL,SLA,STL07,4/21/26,9/26/26,79,11,68650
1926,NL,SLN,STL07,4/13/26,9/1/26,79,18,279279
1926,AL,WS1,WAS09,4/13/26,9/6/26,74,7,108000
1927,AL,BOS,BOS07,4/21/27,9/28/27,78,21,289500
1927,NL,BRO,NYC15,4/17/27,10/2/27,74,40,596500
1927,NL,BSN,BOS08,4/12/27,10/1/27,74,25,284000
1927,AL,CHA,CHI10,4/20/27,10/2/27,75,41,613000
1927,NL,CHN,CHI11,4/12/27,9/27/27,78,48,994500
1927,NL,CIN,CIN07,4/12/27,10/2/27,80,46,345588
1927,AL,CLE,CLE06,4/12/27,9/26/27,77,16,122500
1927,AL,DET,DET04,4/20/27,10/2/27,78,15,318500
1927,NL,NY1,NYC14,4/20/27,10/2/27,74,44,1098000
1927,AL,NYA,NYC16,4/12/27,10/1/27,77,61,1488141
1927,AL,PHA,PHI11,4/20/27,10/1/27,77,26,445000
1927,NL,PHI,PHI09,4/12/27,9/28/27,66,19,180000
1927,NL,PHI,PHI11,5/16/27,5/28/27,12,5,18000
1927,NL,PIT,PIT06,4/21/27,9/24/27,79,27,454939
1927,AL,SLA,STL07,4/15/27,9/30/27,78,47,196877
1927,NL,SLN,STL07,4/20/27,10/2/27,80,52,625145
1927,AL,WS1,WAS09,4/12/27,10/2/27,79,19,230000
1928,AL,BOS,BOS07,4/11/28,9/8/28,74,11,187000
1928,NL,BRO,NYC15,4/11/28,9/30/28,77,36,524300
1928,NL,BSN,BOS08,4/21/28,9/29/28,76,4,36000
1928,AL,CHA,CHI10,4/11/28,9/30/28,78,7,162500
1928,NL,CHN,CHI11,4/18/28,9/13/28,77,35,934000
1928,NL,CIN,CIN07,4/11/28,9/30/28,78,10,97586
1928,AL,CLE,CLE06,4/18/28,9/30/28,77,5,65000
1928,AL,DET,DET04,4/11/28,9/30/28,77,6,132000
1928,NL,NY1,NYC14,4/11/28,9/30/28,77,24,704000
1928,AL,NYA,NYC16,4/20/28,9/12/28,77,34,883265
1928,AL,PHA,PHI11,4/11/28,9/1/28,77,19,243160
1928,NL,PHI,PHI09,4/19/28,9/27/28,75,7,61000
1928,NL,PIT,PIT06,4/19/28,9/15/28,77,6,124000
1928,AL,SLA,STL07,4/18/28,9/30/28,77,12,112000
1928,NL,SLN,STL07,4/11/28,9/12/28,77,23,318681
1928,AL,WS1,WAS09,4/10/28,9/10/28,80,11,133000
1929,AL,BOS,BOS07,4/23/29,9/28/29,61,2,36000
1929,AL,BOS,BOS08,4/28/29,9/29/29,17,4,106000
1929,NL,BRO,NYC15,4/21/29,9/29/29,77,38,608000
1929,NL,BSN,BOS08,4/18/29,10/6/29,77,12,185500
1929,AL,CHA,CHI10,4/25/29,10/6/29,76,12,195500
1929,NL,CHN,CHI11,4/16/29,10/6/29,78,43,1054000
1929,NL,CIN,CIN07,4/16/29,10/6/29,78,17,48933
1929,AL,CLE,CLE06,4/16/29,9/29/29,76,11,144500
1929,AL,DET,DET04,4/24/29,9/29/29,77,17,288975
1929,NL,NY1,NYC14,4/23/29,9/29/29,77,38,989000
1929,AL,NYA,NYC16,4/18/29,10/6/29,77,29,869645
1929,AL,PHA,PHI11,4/23/29,9/21/29,74,10,298000
1929,NL,PHI,PHI09,4/18/29,10/5/29,76,8,63000
1929,NL,PIT,PIT06,4/24/29,10/5/29,76,22,310500
1929,AL,SLA,STL07,4/16/29,10/6/29,77,16,100000
1929,NL,SLN,STL07,4/26/29,9/29/29,77,31,334100
1929,AL,WS1,WAS09,4/17/29,10/6/29,78,6,90000
1930,AL,BOS,BOS07,4/15/30,9/27/30,56,2,11000
1930,AL,BOS,BOS08,4/19/30,9/28/30,20,2,60000
1930,NL,BRO,NYC15,4/15/30,9/28/30,77,15,315000
1930,NL,BSN,BOS08,4/25/30,9/22/30,77,8,92500
1930,AL,CHA,CHI10,4/17/30,9/21/30,78,20,192500
1930,NL,CHN,CHI11,4/22/30,9/28/30,79,38,850385
1930,NL,CIN,CIN07,4/15/30,9/2/30,77,9,101641
1930,AL,CLE,CLE06,4/22/30,9/28/30,77,7,125500
1930,AL,DET,DET04,4/15/30,9/28/30,78,11,153505
1930,NL,NY1,NYC14,4/15/30,9/28/30,77,18,417000
1930,AL,NYA,NYC16,4/22/30,9/7/30,76,13,411000
1930,AL,PHA,PHI11,4/15/30,9/27/30,76,12,230000
1930,NL,PHI,PHI09,4/22/30,9/24/30,77,5,45050
1930,NL,PIT,PIT06,4/25/30,9/24/30,77,16,125000
1930,AL,SLA,STL07,4/22/30,9/21/30,78,6,21250
1930,NL,SLN,STL07,4/15/30,9/28/30,77,23,264058
1930,AL,WS1,WAS09,4/14/30,9/28/30,77,13,212000
1931,AL,BOS,BOS07,4/22/31,9/22/31,65,12,122618
1931,AL,BOS,BOS08,5/31/31,9/13/31,15,2,47000
1931,NL,BRO,NYC15,4/19/31,9/27/31,76,37,650500
1931,NL,BSN,BOS08,4/14/31,9/27/31,78,8,203000
1931,AL,CHA,CHI10,4/22/31,9/6/31,77,13,203411
1931,NL,CHN,CHI11,4/14/31,9/27/31,77,25,614800
1931,NL,CIN,CIN07,4/14/31,9/27/31,77,3,38000
1931,AL,CLE,CLE06,4/14/31,9/27/31,76,15,212662
1931,AL,DET,DET04,4/23/31,9/23/31,77,18,189152
1931,NL,NY1,NYC14,4/22/31,9/8/31,78,29,527500
1931,AL,NYA,NYC16,4/14/31,9/27/31,77,35,721500
1931,AL,PHA,PHI11,4/22/31,9/25/31,75,21,364000
1931,NL,PHI,PHI09,4/14/31,9/5/31,76,17,192000
1931,NL,PIT,PIT06,4/24/31,9/24/31,78,8,77000
1931,AL,SLA,STL07,4/14/31,9/27/31,77,7,42500
1931,NL,SLN,STL07,4/22/31,9/22/31,78,31,408350
1931,AL,WS1,WAS09,4/14/31,9/27/31,79,18,240500
1932,AL,BOS,BOS07,4/13/32,9/25/32,71,4,37000
1932,AL,BOS,BOS08,4/19/32,5/29/32,6,0,0
1932,NL,BRO,NYC15,4/12/32,9/25/32,78,49,731000
1932,NL,BSN,BOS08,4/21/32,9/18/32,77,12,291831
1932,AL,CHA,CHI10,4/12/32,9/19/32,77,6,103000
1932,NL,CHN,CHI11,4/20/32,9/25/32,77,28,631000
1932,NL,CIN,CIN07,4/12/32,9/18/32,77,11,142633
1932,AL,CLE,CLE06,4/20/32,7/30/32,45,4,43000
1932,AL,CLE,CLE07,7/31/32,9/25/32,32,2,88979
1932,AL,DET,DET04,4/13/32,9/25/32,78,10,109000
1932,NL,NY1,NYC14,4/12/32,9/25/32,77,22,380000
1932,AL,NYA,NYC16,4/20/32,9/5/32,77,25,761856
1932,AL,PHA,PHI11,4/12/32,9/24/32,77,12,171000
1932,NL,PHI,PHI09,4/20/32,9/20/32,77,8,95000
1932,NL,PIT,PIT06,4/20/32,9/5/32,76,1,6000
1932,AL,SLA,STL07,4/20/32,9/18/32,75,5,32000
1932,NL,SLN,STL07,4/12/32,9/25/32,79,19,232462
1932,AL,WS1,WAS09,4/11/32,9/25/32,77,11,133000
1933,AL,BOS,BOS07,4/21/33,9/24/33,72,9,147000
1933,NL,BRO,NYC15,4/16/33,10/1/33,80,33,504400
1933,NL,BSN,BOS08,4/16/33,10/1/33,77,17,476000
1933,AL,CHA,CHI10,4/19/33,10/1/33,77,18,345398
1933,NL,CHN,CHI11,4/12/33,9/24/33,79,17,336000
1933,NL,CIN,CIN07,4/12/33,10/1/33,79,12,124480
1933,AL,CLE,CLE07,4/20/33,9/24/33,77,13,256000
1933,AL,DET,DET04,4/12/33,10/1/33,78,9,106000
1933,NL,NY1,NYC14,4/20/33,9/27/33,77,31,673500
1933,AL,NYA,NYC16,4/13/33,10/1/33,75,33,1013485
1933,AL,PHA,PHI11,4/20/33,9/30/33,76,13,172000
1933,NL,PHI,PHI09,4/13/33,9/26/33,72,5,39000
1933,NL,PIT,PIT06,4/21/33,9/20/33,77,15,157000
1933,AL,SLA,STL07,4/12/33,9/3/33,77,4,37500
1933,NL,SLN,STL07,4/20/33,10/1/33,77,7,58800
1933,AL,WS1,WAS09,4/12/33,10/1/33,76,16,286000
1934,AL,BOS,BOS07,4/17/34,9/30/34,77,15,372897
1934,NL,BRO,NYC15,4/17/34,9/26/34,77,16,286993
1934,NL,BSN,BOS08,4/24/34,9/23/34,75,8,127000
1934,AL,CHA,CHI10,4/17/34,9/23/34,75,8,98000
1934,NL,CHN,CHI11,4/24/34,9/30/34,77,12,354138
1934,NL,CIN,CIN07,4/17/34,9/23/34,78,7,76703
1934,AL,CLE,CLE06,4/17/34,9/30/34,78,6,103000
1934,AL,DET,DET04,4/24/34,9/30/34,80,6,147500
1934,NL,NY1,NYC14,4/17/34,9/30/34,75,14,365573
1934,AL,NYA,NYC16,4/24/34,9/24/34,77,17,599500
1934,AL,PHA,PHI11,4/17/34,9/26/34,76,6,88306
1934,NL,PHI,PHI09,4/24/34,9/30/34,71,5,38500
1934,NL,PIT,PIT06,4/24/34,9/23/34,78,7,92000
1934,AL,SLA,STL07,4/24/34,9/23/34,76,3,24000
1934,NL,SLN,STL07,4/17/34,9/30/34,77,11,159174
1934,AL,WS1,WAS09,4/24/34,9/30/34,76,7,99500
1935,AL,BOS,BOS07,4/23/35,9/25/35,79,18,384627
1935,NL,BRO,NYC15,4/23/35,9/29/35,77,26,284324
1935,NL,BSN,BOS08,4/16/35,9/29/35,75,12,117000
1935,AL,CHA,CHI10,4/23/35,9/29/35,77,23,371000
1935,NL,CHN,CHI11,4/16/35,9/22/35,77,33,613475
1935,NL,CIN,CIN07,4/16/35,9/29/35,76,29,368132
1935,AL,CLE,CLE06,4/23/35,9/29/35,77,12,101800
1935,AL,DET,DET04,4/17/35,9/22/35,79,31,683500
1935,NL,NY1,NYC14,4/23/35,9/24/35,79,42,633852
1935,AL,NYA,NYC16,4/16/35,9/29/35,74,49,813181
1935,AL,PHA,PHI11,4/23/35,9/29/35,72,12,100000
1935,NL,PHI,PHI09,4/16/35,9/23/35,79,22,185500
1935,NL,PIT,PIT06,4/17/35,9/19/35,77,19,288860
1935,AL,SLA,STL07,4/16/35,8/31/35,76,16,53800
1935,NL,SLN,STL07,4/23/35,9/29/35,77,30,531700
1935,AL,WS1,WAS09,4/17/35,9/24/35,77,8,83500
1936,AL,BOS,BOS07,4/14/36,9/27/36,77,59,649996
1936,NL,BRO,NYC15,4/17/36,9/24/36,79,54,512208
1936,NL,BSN,BOS08,4/17/36,9/25/36,79,71,524000
1936,AL,CHA,CHI10,4/14/36,9/26/36,75,36,422900
1936,NL,CHN,CHI11,4/17/36,9/24/36,77,50,766825
1936,NL,CIN,CIN07,4/14/36,9/27/36,76,40,521748
1936,AL,CLE,CLE06,4/14/36,9/27/36,80,19,241800
1936,AL,CLE,CLE07,8/2/36,8/2/36,1,1,65342
1936,AL,DET,DET04,4/17/36,9/23/36,77,26,485200
1936,NL,NY1,NYC14,4/14/36,9/27/36,78,51,922503
1936,AL,NYA,NYC16,4/17/36,9/24/36,77,52,1067362
1936,AL,PHA,PHI11,4/17/36,9/25/36,77,21,208080
1936,NL,PHI,PHI09,4/14/36,9/27/36,78,24,213500
1936,NL,PIT,PIT06,4/19/36,9/20/36,76,26,251300
1936,AL,SLA,STL07,4/17/36,9/20/36,77,21,66006
1936,NL,SLN,STL07,4/14/36,9/27/36,77,25,290255
1936,AL,WS1,WAS09,4/14/36,9/27/36,77,15,216500
1937,AL,BOS,BOS07,4/24/37,9/27/37,74,58,573913
1937,NL,BRO,NYC15,4/20/37,10/3/37,76,54,454551
1937,NL,BSN,BOS08,4/19/37,10/3/37,76,61,457165
1937,AL,CHA,CHI10,4/23/37,9/30/37,77,26,463000
1937,NL,CHN,CHI11,4/20/37,10/3/37,78,45,799068
1937,NL,CIN,CIN07,4/20/37,9/30/37,80,56,423622
1937,AL,CLE,CLE06,4/23/37,9/27/37,63,15,129000
1937,AL,CLE,CLE07,5/30/37,9/6/37,15,4,133884
1937,AL,DET,DET04,4/20/37,10/3/37,77,28,569950
1937,NL,NY1,NYC14,4/23/37,9/27/37,75,55,988624
1937,AL,NYA,NYC16,4/20/37,10/3/37,79,55,1039111
1937,AL,PHA,PHI11,4/20/37,10/3/37,79,23,228483
1937,NL,PHI,PHI09,4/23/37,9/30/37,74,24,153000
1937,NL,PIT,PIT06,4/23/37,10/3/37,78,32,320867
1937,AL,SLA,STL07,4/21/37,10/3/37,78,15,46377
1937,NL,SLN,STL07,4/23/37,9/26/37,80,34,341192
1937,AL,WS1,WAS09,4/19/37,9/30/37,80,27,316307
1938,AL,BOS,BOS07,4/18/38,10/2/38,75,64,664300
1938,NL,BRO,NYC15,4/22/38,9/29/38,74,56,728519
1938,NL,BSN,BOS08,4/23/38,9/28/38,75,61,451187
1938,AL,CHA,CHI10,4/19/38,10/2/38,73,35,244500
1938,NL,CHN,CHI11,4/22/38,9/29/38,77,31,665174
1938,NL,CIN,CIN07,4/19/38,10/2/38,77,62,717291
1938,AL,CLE,CLE06,4/20/38,10/1/38,58,13,73374
1938,AL,CLE,CLE07,4/19/38,10/2/38,18,6,288062
1938,AL,DET,DET04,4/22/38,9/29/38,79,52,786000
1938,NL,NY1,NYC14,4/19/38,10/2/38,73,63,871690
1938,AL,NYA,NYC16,4/22/38,9/28/38,79,60,972866
1938,AL,PHA,PHI11,4/23/38,9/29/38,76,37,347337
1938,NL,PHI,PHI09,4/19/38,6/30/38,28,16,59195
1938,NL,PHI,PHI11,7/4/38,10/2/38,47,25,98017
1938,NL,PIT,PIT06,4/22/38,9/25/38,78,64,657014
1938,AL,SLA,STL07,4/22/38,9/25/38,77,43,105026
1938,NL,SLN,STL07,4/19/38,10/2/38,81,54,312368
1938,AL,WS1,WAS09,4/18/38,10/2/38,78,58,526300
1939,AL,BOS,BOS07,4/21/39,9/24/39,75,66,660998
1939,NL,BRO,NYC15,4/18/39,10/1/39,78,63,1048457
1939,NL,BSN,BOS08,4/19/39,10/1/39,73,66,347635
1939,AL,CHA,CHI10,4/22/39,9/27/39,77,63,753421
1939,NL,CHN,CHI11,4/24/39,10/1/39,80,68,821212
1939,NL,CIN,CIN07,4/17/39,9/28/39,81,66,967650
1939,AL,CLE,CLE06,4/24/39,9/24/39,47,44,243100
1939,AL,CLE,CLE07,4/21/39,9/4/39,30,23,468684
1939,AL,DET,DET04,4/18/39,10/1/39,78,69,924496
1939,NL,NY1,NYC14,4/21/39,9/26/39,74,64,780148
1939,AL,NYA,NYC16,4/20/39,9/30/39,77,66,965387
1939,AL,PHA,PHI11,4/20/39,9/30/39,76,61,514241
1939,NL,PHI,PHI11,4/21/39,9/28/39,74,57,364925
1939,NL,PIT,PIT06,4/18/39,10/1/39,77,64,427900
1939,AL,SLA,STL07,4/29/39,10/1/39,78,60,142319
1939,NL,SLN,STL07,4/21/39,9/24/39,79,68,426751
1939,AL,WS1,WAS09,4/21/39,9/28/39,77,66,423050
1940,AL,BOS,BOS07,4/19/40,9/29/40,79,53,663109
1940,NL,BRO,NYC15,4/19/40,9/26/40,81,63,969439
1940,NL,BSN,BOS08,4/16/40,9/23/40,75,58,319665
1940,AL,CHA,CHI10,4/16/40,9/29/40,78,60,610677
1940,NL,CHN,CHI11,4/19/40,9/26/40,77,67,642461
1940,NL,CIN,CIN07,4/16/40,9/29/40,77,64,856577
1940,AL,CLE,CLE06,4/25/40,8/17/40,33,31,233948
1940,AL,CLE,CLE07,4/19/40,9/29/40,49,35,759035
1940,AL,DET,DET04,4/16/40,9/25/40,79,64,1122042
1940,NL,NY1,NYC14,4/16/40,9/29/40,76,66,871547
1940,AL,NYA,NYC16,4/19/40,9/24/40,76,60,1087567
1940,AL,PHA,PHI11,4/16/40,9/27/40,71,50,518941
1940,NL,PHI,PHI11,4/23/40,9/29/40,79,64,302470
1940,NL,PIT,PIT06,4/22/40,9/23/40,75,63,639714
1940,AL,SLA,STL07,4/20/40,9/22/40,77,61,260092
1940,NL,SLN,STL07,4/16/40,9/29/40,77,63,390042
1940,AL,WS1,WAS09,4/16/40,9/29/40,77,60,439800
1941,AL,BOS,BOS07,4/15/41,9/21/41,77,66,784344
1941,NL,BRO,NYC15,4/15/41,9/28/41,79,53,975162
1941,NL,BSN,BOS08,4/18/41,9/28/41,76,50,295175
1941,AL,CHA,CHI10,4/18/41,9/24/41,79,63,666638
1941,NL,CHN,CHI11,4/15/41,9/28/41,77,64,570863
1941,NL,CIN,CIN07,4/15/41,9/25/41,79,69,653236
1941,AL,CLE,CLE06,4/16/41,9/22/41,45,43,257000
1941,AL,CLE,CLE07,4/15/41,9/1/41,32,23,600393
1941,AL,DET,DET04,4/18/41,9/28/41,77,62,660010
1941,NL,NY1,NYC14,4/18/41,9/22/41,78,49,678688
1941,AL,NYA,NYC16,4/15/41,9/28/41,78,62,1053678
1941,AL,PHA,PHI11,4/18/41,9/28/41,77,52,509482
1941,NL,PHI,PHI11,4/15/41,9/25/41,76,32,101722
1941,NL,PIT,PIT06,4/18/41,9/28/41,78,58,479029
1941,AL,SLA,STL07,4/16/41,9/28/41,79,64,189223
1941,NL,SLN,STL07,4/18/41,9/21/41,79,64,638579
1941,AL,WS1,WAS09,4/14/41,9/24/41,78,62,413950
1942,AL,BOS,BOS07,4/14/42,9/27/42,77,49,634635
1942,NL,BRO,NYC15,4/17/42,9/25/42,79,42,882336
1942,NL,BSN,BOS08,4/17/42,9/19/42,71,38,296630
1942,AL,CHA,CHI10,4/14/42,9/17/42,70,58,469927
1942,NL,CHN,CHI11,4/17/42,9/22/42,78,60,715051
1942,NL,CIN,CIN07,4/14/42,9/27/42,77,60,464714
1942,AL,CLE,CLE06,4/20/42,9/27/42,34,29,111700
1942,AL,CLE,CLE07,4/17/42,9/13/42,46,31,406148
1942,AL,DET,DET04,4/14/42,9/22/42,77,59,586856
1942,NL,NY1,NYC14,4/14/42,9/26/42,79,47,669315
1942,AL,NYA,NYC16,4/17/42,9/23/42,77,53,974434
1942,AL,PHA,PHI11,4/17/42,9/20/42,76,27,142002
1942,NL,PHI,PHI11,4/14/42,9/27/42,74,26,72827
1942,NL,PIT,PIT06,4/17/42,9/20/42,77,62,531768
1942,AL,SLA,STL07,4/17/42,9/20/42,77,59,272651
1942,NL,SLN,STL07,4/14/42,9/27/42,78,60,532938
1942,AL,WS1,WAS09,4/14/42,9/8/42,77,56,490820
1943,AL,BOS,BOS07,4/27/43,10/3/43,77,56,382197
1943,NL,BRO,NYC15,4/22/43,9/12/43,77,59,692492
1943,NL,BSN,BOS08,4/24/43,9/19/43,77,52,270437
1943,AL,CHA,CHI10,4/27/43,9/19/43,76,56,546969
1943,NL,CHN,CHI11,4/21/43,10/3/43,75,58,542565
1943,NL,CIN,CIN07,4/21/43,10/3/43,78,62,424939
1943,AL,CLE,CLE06,4/22/43,9/18/43,29,25,92464
1943,AL,CLE,CLE07,4/21/43,9/19/43,48,29,355504
1943,AL,DET,DET04,4/28/43,9/12/43,78,58,629914
1943,NL,NY1,NYC14,4/27/43,9/19/43,77,51,545877
1943,AL,NYA,NYC16,4/22/43,10/3/43,77,56,679958
1943,AL,PHA,PHI11,4/22/43,10/3/43,79,42,259972
1943,NL,PHI,PHI11,4/27/43,9/15/43,78,46,405592
1943,NL,PIT,PIT06,4/27/43,10/3/43,78,64,668753
1943,AL,SLA,STL07,4/21/43,9/15/43,77,56,224961
1943,NL,SLN,STL07,4/27/43,10/3/43,81,61,533711
1943,AL,WS1,WAS09,4/20/43,10/3/43,76,57,660245
1944,AL,BOS,BOS07,4/18/44,9/10/44,78,60,523664
1944,NL,BRO,NYC15,4/21/44,10/1/44,77,60,690661
1944,NL,BSN,BOS08,4/22/44,10/1/44,78,52,233635
1944,AL,CHA,CHI10,4/19/44,10/1/44,77,58,554456
1944,NL,CHN,CHI11,4/21/44,9/17/44,78,56,669665
1944,NL,CIN,CIN07,4/18/44,9/10/44,78,61,423116
1944,AL,CLE,CLE06,5/1/44,9/30/44,35,31,119814
