,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
25,"Atlanta, GA",Feedzai,241bf43cfe61f5c0,Data Scientist,,,,30+ days,2016-10-16 00:34:31.431672
26,"Atlanta, GA 30338",KPMG,57dc2330cb3ed3c0,Sr Associate - Data Scientist,,51.0,1768,23 days,2016-10-16 00:34:31.431672
27,"Alpharetta, GA",krg technology inc,c033d176ea5a13bf,Data Scientist,,,,30+ days,2016-10-16 00:34:31.431672
28,"Atlanta, GA",NIIT Technologies,42835cf45915a966,Data Scientist,,42.6,122,30+ days,2016-10-16 00:34:31.431672
29,"Atlanta, GA 30308 (Old Fourth Ward area)",Stackfolio,be3a7444db34e9a3,Lead Data Scientist,"$80,000 a year",,,30+ days,2016-10-16 00:34:31.431672
30,"Atlanta, GA",Google,b96291bcf9c19e0a,"Cloud Instructor (Big Data, Machine Learning), Google Cloud...",,52.800003,1218,2 days,2016-10-16 00:34:31.431672
31,"Atlanta, GA",Lifetime Fitness,c35d04e318052795,Ultimate Hoops Statistician,,42.6,751,1 day,2016-10-16 00:34:31.431672
32,"Atlanta, GA",Loginsoft Consulting LLC,b4f67eac877cbb51,Data Scientist,,,,30+ days,2016-10-16 00:34:31.431672
33,"Atlanta, GA",Cox Automotive,7d49fa6414b837af,"Manager, Data Enablement",,40.8,42,9 days,2016-10-16 00:34:31.431672
34,"Atlanta, GA",AT&T,5f08806dc011569d,Principal Big Data Engineer,,44.4,14286,1 day,2016-10-16 00:34:31.431672
35,"Alpharetta, GA",AT&T,7211ffe11e788ed3,Principal Data Scientist BIG DATA,,44.4,14286,12 days,2016-10-16 00:34:31.431672
36,"Atlanta, GA",Home Depot,00ec45e4d3e1233f,DATA SCIENTIST- Space Optimization,,43.8,20589,14 days,2016-10-16 00:34:31.431672
37,"Atlanta, GA 30326 (Buckhead area)","eHire, LLC",f0341f282e4dc253,Sr Data Scientist,"$150,000 a year",,,15 days,2016-10-16 00:34:31.431672
38,"Atlanta, GA",Centers for Disease Control and Prevention,f7997468ea82b26a,Mathematical Statistician,"$104,349 - $135,656 a year",54.0,63,16 days,2016-10-16 00:34:31.431672
39,"Alpharetta, GA 30005",McKesson,f067496c18935873,Data Scientist,,43.2,1512,19 days,2016-10-16 00:34:31.431672
40,"Atlanta, GA 30319",Turner,8b86e74e5182e663,Sr. Data Scientist,,51.0,246,30+ days,2016-10-16 00:34:31.431672
41,"Duluth, GA",The Centrics Group,c12bd05d7c5e5216,Data Scientist,"$90,000 - $102,000 a year",,,17 days,2016-10-16 00:34:31.431672
42,"Atlanta, GA",Cotiviti,28c4f77bbe45925e,Data Scientist,,40.2,30,30+ days,2016-10-16 00:34:31.431672
43,"Atlanta, GA","Aptonet, inc",6b694f3e631f00d0,Data Scientist BIG DATA,,,,30+ days,2016-10-16 00:34:31.431672
44,"Atlanta, GA 30338",NIIT USA,002273bfa19e7d1e,Data Scientist,,,,30+ days,2016-10-16 00:34:31.431672
45,"Alpharetta, GA 30005",LexisNexis,739ca94e7a0bed05,Statistical Modeler,,43.8,354,4 days,2016-10-16 00:34:31.431672
46,"Atlanta, GA 30309 (Midtown area)",Equifax,7aa64e5bf061eaa5,Statistical Consultant,,43.2,220,25 days,2016-10-16 00:34:31.431672
47,"Atlanta, GA",GHX,dedb1f8af08b0981,US Contractor - Data Scientist,,39.0,8,30+ days,2016-10-16 00:34:31.431672
48,"Atlanta, GA",Target MarkeTeam,af9063160d9ec50e,"Data Analyst, Predictive Modeling",,,,30+ days,2016-10-16 00:34:31.431672
49,"Alpharetta, GA 30022",Verizon,2eeab08cd59a3296,Senior Data Scientist,,44.4,11109,18 days,2016-10-16 00:34:31.431672
50,"Alpharetta, GA 30005",LexisNexis,a55cca05efac758d,Principal Statistical Modeler,,43.8,354,2 days,2016-10-16 00:34:31.431672
51,"Atlanta, GA",Emory University,514f87b53e191e5e,Assistant Professor -TT - Signal Processing & Machine Learni...,,51.6,254,15 days,2016-10-16 00:34:31.431672
52,"Atlanta, GA",SimplePart.com,63ceae5801e1afd9,Director of Business Analytics,,,,30+ days,2016-10-16 00:34:31.431672
53,"Atlanta, GA",Centers for Disease Control and Prevention,c5727f5f0d4a07fc,Behavioral Scientist,"$104,349 - $135,656 a year",54.0,63,20 hours,2016-10-16 00:34:31.431672
54,"Atlanta, GA",GE Power,3cd633102b36edc1,Staff Analytics Engineer – Installed Base,,51.6,152,12 days,2016-10-16 00:34:31.431672
55,"Atlanta, GA 30338",KPMG,09d2595f347a2619,Manager - Data Scientist,,51.0,1768,23 days,2016-10-16 00:34:31.431672
56,"Plantation Place, GA",QBE,9bd12f3763979448,Data Science Engineer,,43.2,75,30+ days,2016-10-16 00:34:31.431672
57,"Atlanta, GA",Bank of America,a8cace9dd50fd963,Quantitative Finance Analyst,,44.4,14228,30+ days,2016-10-16 00:34:31.431672
58,"Atlanta, GA",Deloitte,81c4ff7baf659097,Advanced Analytics Enablement Big Data Senior Consultant,,51.0,3464,29 days,2016-10-16 00:34:31.431672
59,"Atlanta, GA",SunTrust,179446c4d8fb1d70,Statistical Quant Analyst,,42.6,2101,30 days,2016-10-16 00:34:31.431672
60,"Alpharetta, GA",Reed Elsevier,a075b11bec46f33e,Principal Statistical Modeler,,42.6,32,2 days,2016-10-16 00:34:31.431672
61,"Alpharetta, GA",Reed Elsevier,d4627c400208ec41,Statistical Modeler,,42.6,32,4 days,2016-10-16 00:34:31.431672
62,"Atlanta, GA 30303 (Five Points area)",SimplePart,8c463ab5c1b820dc,Director of Business Analytics,,,,30+ days,2016-10-16 00:34:31.431672
63,"Roswell, GA",Principle Solutions Group,6e002bbea93cbded,Senior R&D Statistician,"$130,000 a year",42.6,8,3 days,2016-10-16 00:34:31.431672
64,"Atlanta, GA",Honeywell,7253d6d7a5376e5d,"Sr Data Engineer - Atlanta, GA",,44.4,3473,23 days,2016-10-16 00:34:31.431672
65,"Atlanta, GA 30326 (Buckhead area)",JLL,56c26c7fc90e65d9,Research Analyst - Office,,43.8,759,4 days,2016-10-16 00:34:31.431672
66,"Atlanta, GA",Kaiser Permanente,563cc2645e6a9e06,"Sr Investigator, Research - Atlanta",,52.199997,3799,30 days,2016-10-16 00:34:31.431672
67,"Atlanta, GA 30318 (Rockdale area)",Georgia Tech Research Institute,463e45aca1e4a7fd,Applications Engineer and Intelligence Analyst - ACL 1181,,52.800003,255,23 days,2016-10-16 00:34:31.431672
68,"Atlanta, GA",Analytic Recruiting,d67b0f93e14af031,Senior Data Scientist,"$100,000 - $125,000 a year",51.0,2,30+ days,2016-10-16 00:34:31.431672
69,"Atlanta, GA",Feedzai,2efb76fefe857c5e,Data Scientist - Junior,,,,30+ days,2016-10-16 00:34:31.431672
70,"Duluth, GA 30096",CHASE Professionals,869e076b2b2ca58e,Data Scientist/ Data Analyst,,43.8,166,1 day,2016-10-16 00:34:31.431672
71,"Atlanta, GA",Emory University,3b8f65667c1a624d,Post Doctoral Fellow - Statistical Genetics/Genetic Epidemio...,,51.6,254,4 days,2016-10-16 00:34:31.431672
72,"Atlanta, GA","Market Strategies International, Inc.",dd0727ad3b01cc3b,Analyst - Market Research,,,,2 days,2016-10-16 00:34:31.431672
73,"Atlanta, GA 30339",Scientific Research Corporation,75ea95de13758c94,Land Expeditionary Warfare Analyst,,43.8,53,30+ days,2016-10-16 00:34:31.431672
74,"Atlanta, GA","Aptonet, inc",abab8f4e8f9b405d,Big Data – Data Scientist.,,,,30+ days,2016-10-16 00:34:31.431672
75,"Atlanta, GA 30328","Intercontinental Exchange, Inc.",3de191f59f554a55,Quantitative Analyst (5051),,,,30+ days,2016-10-16 00:34:31.431672
76,"Atlanta, GA",Northrop Grumman,ff099ab0011d0f3d,Data Manager,,51.0,2124,30+ days,2016-10-16 00:34:31.431672
77,"Norcross, GA",CI Radar,adf27202c0ea4526,Business Research Analyst - Entry Level,"$30,000 - $32,000 a year",,,10 days,2016-10-16 00:34:31.431672
78,"Atlanta, GA",Oak Ridge Associated Universities,4928d3911710e6b0,Biostatistics; Statistician Fellowship -- CDC,,43.2,15,30+ days,2016-10-16 00:34:31.431672
79,"Alpharetta, GA",AT&T,fefa5d19c1036ec6,Professional Data Scientist BIG DATA,,44.4,14286,30+ days,2016-10-16 00:34:31.431672
80,"Atlanta, GA",Northside Hospital,e58bc00e1aa5967d,10915 VENDOR RESEARCH ANALYST,,51.0,330,5 days,2016-10-16 00:34:31.431672
81,"Atlanta, GA",Cox Communications,5cdd2e98b1442c77,"Manager, Data Analysis",,51.0,1233,30 days,2016-10-16 00:34:31.431672
82,"Atlanta, GA",North Highland,9f50fa0514c0b1aa,Business Intelligence Data Scientist,,41.4,18,30+ days,2016-10-16 00:34:31.431672
83,"Alpharetta, GA 30022",Verizon,156f9a4f2f18d7d5,Data Analytics Engineer,,44.4,11109,30+ days,2016-10-16 00:34:31.431672
84,"Atlanta, GA",PreVisor,9b75487e5b14d1d4,Research Scientist,,,,30+ days,2016-10-16 00:34:31.431672
85,"Atlanta, GA",Visionaire Partners,b4a8e28f88d0b080,Data Scientist,,52.199997,5,10 days,2016-10-16 00:34:31.431672
86,"Dunwoody, GA",State Farm Mutual Automobile Insurance Company,9ec54677a48cfd67,Actuarial Statistician,,51.0,3358,10 days,2016-10-16 00:34:31.431672
87,"Atlanta, GA",Centers for Disease Control and Prevention,e2dbd49a6bdc83b8,Epidemiologist,"$88,305 - $114,802 a year",54.0,63,1 day,2016-10-16 00:34:31.431672
88,"Atlanta, GA 30339",Scientific Research Corporation,f008b419ccd5c6fa,Software Engineer III,,43.8,53,1 day,2016-10-16 00:34:31.431672
89,"Atlanta, GA",Bluefusioninc,bd6b2f66d91ef38a,Operations Research Analyst,,,,17 days,2016-10-16 00:34:31.431672
90,"Atlanta, GA",SearchAccountingJobs,7fad02838ce4dbb3,Lead Quantitative Analyst,"$150,000 - $205,000 a year",,,3 days,2016-10-16 00:34:31.431672
91,"Atlanta, GA",Northrop Grumman,a2d937a8d7efb91e,Health Research Analyst 2,,51.0,2124,12 days,2016-10-16 00:34:31.431672
92,"Atlanta, GA","Aptonet, inc",a8e5bedfcc4eae76,Operations Research Analyst,,,,30+ days,2016-10-16 00:34:31.431672
93,"Atlanta, GA 30326 (Buckhead area)",JLL,06fb0a51e02a9053,Sr Research Analyst (Industrial),,43.8,759,4 days,2016-10-16 00:34:31.431672
94,"Alpharetta, GA",AT&T,9602654420268460,Big Data Technical Intern I,,44.4,14286,24 days,2016-10-16 00:34:31.431672
95,"Atlanta, GA",AT&T,9dae70439485a050,Senior Data Scientist BIG DATA,,44.4,14286,30+ days,2016-10-16 00:34:31.431672
96,"Atlanta, GA",UCB,00b6a44d7f426b8e,Head of Commercial Data and Analytics,,42.6,54,13 days,2016-10-16 00:34:31.431672
97,"Atlanta, GA 30318 (Rockdale area)",Georgia Tech Research Institute,f3c71b357a04c584,Research Scientist,,52.800003,255,17 days,2016-10-16 00:34:31.431672
98,"Atlanta, GA",Oak Ridge Associated Universities,7cb01e6c9ce9dfd5,Statistical Analysis Fellowship - CDC,,43.2,15,30+ days,2016-10-16 00:34:31.431672
99,"Duluth, GA 30096",NCR,cd18f100e82b5e56,Sr Data Scientist,,42.0,725,30+ days,2016-10-16 00:34:31.431672
100,"Atlanta, GA",Honeywell,27b511fcc7265dd7,Analytics DevOps Engineer,,44.4,3473,8 days,2016-10-16 00:34:31.431672
101,"Atlanta, GA",Visionaire Partners,2bd808237a2051c6,Data Scientist - Insights,,52.199997,5,15 days,2016-10-16 00:34:31.431672
102,"Atlanta, GA 30324 (Buckhead area)",Wabash Solutions,b4323c1b2bb13cb9,Operations Research Analyst,,,,15 days,2016-10-16 00:34:31.431672
103,"Atlanta, GA",PreVisor,b07cde8b257051da,Associate Research Scientist - 6-month intern position,,,,26 days,2016-10-16 00:34:31.431672
104,"Atlanta, GA",Bank of America,921e5e4321f20dad,Senior Data Scientist,,44.4,14228,30+ days,2016-10-16 00:34:31.431672
105,"Atlanta, GA",UNITED PARCEL SERVICE,c0ab81e918797263,Principal Data Scientist,,44.4,12420,30+ days,2016-10-16 00:34:31.431672
106,"Atlanta, GA",HDR,0881307458ef3b0c,Project Management Systems Analyst,,51.0,122,8 days,2016-10-16 00:34:31.431672
107,"Atlanta, GA 30338",KPMG,45ead534ae80342a,Sr. Manager - Data Analytics,,51.0,1768,30+ days,2016-10-16 00:34:31.431672
108,"Atlanta, GA",Department of Public Health,b0c0ffb6debea543,Laboratory Aide 3,,51.0,64,1 day,2016-10-16 00:34:31.431672
109,"Alpharetta, GA",AT&T,ab7bcfa8f9f70d87,Big Data Technical Co Op I,,44.4,14286,24 days,2016-10-16 00:34:31.431672
110,"Atlanta, GA",Bank of America,755bb430c6b5c4d7,CIG Quantitative Financial Analyst,,44.4,14228,30+ days,2016-10-16 00:34:31.431672
111,"Atlanta, GA",RaceTrac,cefa2b3bf3741997,Optimization Research Analyst,,43.2,693,18 days,2016-10-16 00:34:31.431672
112,"Atlanta, GA",GE Power,8b4f59564007a915,Staff Software Engineer – B2B eCommerce,,51.6,152,12 days,2016-10-16 00:34:31.431672
113,"Atlanta, GA 30341",CSTE,201e2344face6404,Associate Research Analyst,"$51,706 a year",,,30+ days,2016-10-16 00:34:31.431672
114,"Atlanta, GA",Cox Automotive,55858aa9122fc61a,Senior Data Scientist,,40.8,42,30+ days,2016-10-16 00:34:31.431672
115,"Roswell, GA",AT&T,6879c8c4eb7d2dfb,Senior Big Data Software Eng BIG DATA,,44.4,14286,30+ days,2016-10-16 00:34:31.431672
116,"Atlanta, GA","Emcien, Inc.",d98ecf9806172b8b,Backend Software Engineer: C/C++ Programmer,,,,30+ days,2016-10-16 00:34:31.431672
117,"Alpharetta, GA",Lonza,cb8b212b8064d973,"Sr. Scientist, Upstream Technology – Formulation Additives",,40.8,53,4 days,2016-10-16 00:34:31.431672
118,"Alpharetta, GA 30005",ADP,2fe2539a4648b858,Manager of Systems Analysis,,44.4,1655,11 days,2016-10-16 00:34:31.431672
119,"Atlanta, GA",StrategyWise,5799213023e69929,Data Analyst,,,,30+ days,2016-10-16 00:34:31.431672
120,"Atlanta, GA",Home Depot,55dfcaba163b8c89,"Senior Data Analyst, Supply Chain",,43.8,20589,24 days,2016-10-16 00:34:31.431672
121,"Atlanta, GA",Capgemini,fd3512169c7325e1,Data Science Consultant,,43.8,2000,30+ days,2016-10-16 00:34:31.431672
122,"Atlanta, GA",Novella Clinical,24b60e63b9992bc7,Sr. Statistical Programmer,,43.8,19,30+ days,2016-10-16 00:34:31.431672
123,"Alpharetta, GA 30005",ADP,edda2c0e85ef027c,Senior QA Engineer-61513I,,44.4,1655,1 day,2016-10-16 00:34:31.431672
124,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)",Home Depot,44933f3b4c450573,DATA ANALYST SUPPLY CHAIN,,43.8,20589,7 days,2016-10-16 00:34:31.431672
125,"Atlanta, GA",ICF,03a154bb94b3bb32,Public Health Scientists - Project Managers,,40.8,233,4 days,2016-10-16 00:34:31.431672
126,"Alpharetta, GA 30005",LexisNexis,36d63b7f02689a64,Sr Statistical Modeler,,43.8,354,30+ days,2016-10-16 00:34:31.431672
127,"Atlanta, GA",GE Power,0430a3f4ea3ddaa5,Staff Software Engineer – Accounts Receivable,,51.6,152,16 days,2016-10-16 00:34:31.431672
128,"Atlanta, GA",AptoNet Inc,068f45aff6d1d25b,Operations Research Analyst,,,,10 days,2016-10-16 00:34:31.431672
129,"Atlanta, GA","Pro-Sphere Tek, Inc.",b4dcbbd865e8585d,Bio Statistician,,,,30+ days,2016-10-16 00:34:31.431672
130,"Atlanta, GA",Intuitive Surgical,ae6ac7b5fbfca0bb,Research Scientist,,43.2,31,30+ days,2016-10-16 00:34:31.431672
131,"Atlanta, GA",Emory University,f511772c666e95cd,Sponsored Research Financial Analyst,"$66,700 a year",51.6,254,30+ days,2016-10-16 00:34:31.431672
132,"Atlanta, GA",Avanade,fe16133828dc0944,Data Scientist Director - East,,44.4,76,30+ days,2016-10-16 00:34:31.431672
133,"Atlanta, GA",Blue Ridge,d6a2d96bd6d673d2,Senior Operations Research Analyst,,,,30+ days,2016-10-16 00:34:31.431672
134,"Atlanta, GA 30326 (Buckhead area)",The Creative Group,ee6cf539ea1be1d3,Digital Optimization Lead (Deisgn + Analytics),,44.4,4151,12 days,2016-10-16 00:34:31.431672
135,"Duluth, GA 30096",NCR,433e2e4eeb558218,Data Scientist-1,,42.0,725,30+ days,2016-10-16 00:34:31.431672
136,"Alpharetta, GA",Reed Elsevier,3ab9e24411fd1784,Sr Statistical Modeler,,42.6,32,30+ days,2016-10-16 00:34:31.431672
137,"Atlanta, GA",Google,a81de4a9bcfdc6a6,"Technical Curriculum Developer, Google Cloud Platform",,52.800003,1218,15 days,2016-10-16 00:34:31.431672
138,"Atlanta, GA",OberonIT,fa0923871aa32602,Technical Business Analyst (need Data Analysis skills) (W2-C...,,,,30+ days,2016-10-16 00:34:31.431672
139,"Atlanta, GA 30338",KPMG,bf4bdcc8cffbc344,"Manager, Tax Technology - Data Analytics Machine Learning",,51.0,1768,19 days,2016-10-16 00:34:31.431672
140,"Atlanta, GA",InterContinental Hotels Group,78eca4ec1efe7fea,Data Integration Strategy Manager,,51.6,835,30+ days,2016-10-16 00:34:31.431672
141,"Duluth, GA",CHASE Professionals,bd8b0464a235b3b7,Data Scientist,,43.8,166,30+ days,2016-10-16 00:34:31.431672
142,"Kennesaw, GA",Philips,927f56870c5d41c1,Quality Analyst,,51.6,1219,12 days,2016-10-16 00:34:31.431672
143,"Atlanta, GA",G2S Corporation,b971c14f4790f817,Data Analyst/ Epidemiologist,,,,26 days,2016-10-16 00:34:31.431672
144,"Atlanta, GA 30305 (Buckhead area)",Synovus,5364ba334923a36c,Customer Insights Analyst II,,43.2,39,30+ days,2016-10-16 00:34:31.431672
145,"Atlanta, GA",General Assembly,7fb289cfe1d1159e,Part Time Data Science Instructor,,52.800003,74,30+ days,2016-10-16 00:34:31.431672
146,"Marietta, GA 30064",First Data,ffa690c564271e8a,Lead Data Scientist,,42.6,1398,30+ days,2016-10-16 00:34:31.431672
147,"Atlanta, GA",Lucas Group,bd394aa0cb996921,Data Scientist - Recommendation & Personalization,,51.0,19,30+ days,2016-10-16 00:34:31.431672
148,"Smyrna, GA",Georgia Tech Research Institute,63bf003b0bc95c2f,Acoustic Data Research Engineer ATAS Cobb 1148,,52.800003,255,30+ days,2016-10-16 00:34:31.431672
149,"Atlanta, GA 30318 (Rockdale area)",Georgia Tech Research Institute,ae0745a413329852,Research Scientist I/II-EOSL 1185,,52.800003,255,17 days,2016-10-16 00:34:31.431672
150,"Atlanta, GA 30305 (Buckhead area)",Cogent Data Solutions Llc,768e980bc0f45e7f,Sr Hadoop data scientist,,,,3 days,2016-10-16 00:34:31.431672
151,"Atlanta, GA",Oversight Systems,fe1befd46174917d,Demand Creation Associate,,60.0,2,30+ days,2016-10-16 00:34:31.431672
152,"Alpharetta, GA 30005",ADP,8c8f1cb4e68c81bb,Director of Application Development,,44.4,1655,1 day,2016-10-16 00:34:31.431672
153,"Atlanta, GA",ICF,f8292398506e735b,Senior Head Start Grantee Specialist,,40.8,233,24 days,2016-10-16 00:34:31.431672
154,"Alpharetta, GA 30005",ADP,591b341f227fc78b,Lead Application Developer - MEAN Stack,,44.4,1655,19 days,2016-10-16 00:34:31.431672
155,"Atlanta, GA",ITAC Solutions,0438d2cf4b957f6a,Senior Statistician - Research & Development,,43.8,10,1 day,2016-10-16 00:34:31.431672
156,"Atlanta, GA 30328",Hunter Technical Resources,0faa4401d930b92e,Data Scientist,,60.0,5,11 days,2016-10-16 00:34:31.431672
157,"Atlanta, GA",IBM,9901b3b49e2facd6,Product Designer – Android,,51.0,12110,10 days,2016-10-16 00:34:31.431672
158,"Atlanta, GA",Meridian Group,2299acee0e54d251,Talent Research Analyst,,,,22 days,2016-10-16 00:34:31.431672
159,"Atlanta, GA",Oak Ridge Associated Universities,e8adc2425bb844f2,Guideline Development Fellow -- CDC,,43.2,15,17 days,2016-10-16 00:34:31.431672
160,"Atlanta, GA","Aptonet, inc",09dcf95bfed022f5,Big Data Software Engineer,,,,30+ days,2016-10-16 00:34:31.431672
161,"Atlanta, GA","Aptonet, inc",2cc33c3f23a20cec,Software Engineer Big Data,,,,30+ days,2016-10-16 00:34:31.431672
162,"Atlanta, GA",Visionaire Partners,f92c71e9cc77e654,Data Scientist - Recommendations,,52.199997,5,10 days,2016-10-16 00:34:31.431672
163,"Marietta, GA",USA16 - US - Q2Solutions,8127d2904ae52a2d,"Assistant Scientist, Sample Preparation",,,,1 day,2016-10-16 00:34:31.431672
164,"Atlanta, GA",Labcorp,36d8e06a04ebb7bf,Health Services Administrator,,43.2,1700,22 hours,2016-10-16 00:34:31.431672
165,"Atlanta, GA",Oak Ridge Associated Universities,5a3230f12cc95e2a,Systematic Review Research Fellowship - CDC,,43.2,15,30+ days,2016-10-16 00:34:31.431672
166,"Atlanta, GA",Georgia Tech,858334330b413a06,Research Technician III,,52.800003,255,30+ days,2016-10-16 00:34:31.431672
167,"Atlanta, GA 30329",Karna LLC,57026ba29672cdf1,Biologist/Chemist,,39.0,2,11 hours,2016-10-16 00:34:31.431672
168,"Atlanta, GA",Centers for Disease Control and Prevention,dc65c7b759f2ac80,Supervisory IT Specialist,"$122,744 - $159,572 a year",54.0,63,10 days,2016-10-16 00:34:31.431672
169,"Atlanta, GA",Deloitte,6421887aca00dd6a,Advanced Analytics Enablement Big Data Manager,,51.0,3464,29 days,2016-10-16 00:34:31.431672
170,"Atlanta, GA 30318 (Rockdale area)",Georgia Tech Research Institute,50385fdbb6d4fd14,Test Engineer- ELSYS 1194,,52.800003,255,4 days,2016-10-16 00:34:31.431672
171,"Atlanta, GA",Starr Companies,900db6f96d524f68,Statistical Reporting Accountant,,51.0,11,30+ days,2016-10-16 00:34:31.431672
172,"Atlanta, GA",SRG,32b70a4eab0e6aff,HR Specialist,$25 an hour,42.6,16,18 days,2016-10-16 00:34:31.431672
173,"Atlanta, GA",CareSource,61b61ad3f4c5c79f,Consultant/DB/Admin,,42.6,69,1 day,2016-10-16 00:34:31.431672
174,"Atlanta, GA",ICF,7d49a08f0c30411e,Senior Public Health Scientists - Senior Project Managers,,40.8,233,1 day,2016-10-16 00:34:31.431672
175,"Atlanta, GA",UL LLC,6cffbdfdfaeab761,Research Engineer - Wind Modeling,,,,20 days,2016-10-16 00:34:31.431672
176,"Roswell, GA",AT&T,39b27ca817e97424,Professional Big Data Software Eng BIG DATA,,44.4,14286,30+ days,2016-10-16 00:34:31.431672
177,"Atlanta, GA 30338",KPMG,5e2a9dfb7453bb7f,Manager - Health Care Analytics,,51.0,1768,30+ days,2016-10-16 00:34:31.431672
178,"Norcross, GA",Parsons Corporation,48dff4f8992a8ebc,Environmental Engineer or Scientist II,,43.8,266,10 days,2016-10-16 00:34:31.431672
179,"Atlanta, GA",Republic National Distributing Company (RNDC),77399ff21c108eea,College Intern Corporate IT,,42.0,185,8 days,2016-10-16 00:34:31.431672
180,"Duluth, GA",Alcon Labs,142b47d5a7882733,Research Scientist-New Methods,,43.8,406,30+ days,2016-10-16 00:34:31.431672
181,"Norcross, GA",OFS FITEL LLC,a7f8f48dcc7e33b1,"Controls Engineer – Norcross, GA",,40.8,6,10 days,2016-10-16 00:34:31.431672
182,"Atlanta, GA",LigaData,aa78da1981e2a178,Senior Big Data Implementation Manager,,,,30+ days,2016-10-16 00:34:31.431672
183,"Alpharetta, GA 30005",ADP,b7bcf68e1f58cd57,Lead Systems Analyst - Talent / Vantage,,44.4,1655,29 days,2016-10-16 00:34:31.431672
184,"Atlanta, GA",CareSource,a3536d58f04c91a3,Respiratory Equipment Tech/Pulmonary Lab,,42.6,69,1 day,2016-10-16 00:34:31.431672
185,"Atlanta, GA",Oversight Systems,fff5734e6b7bfc71,Solutions Development Engineer,,60.0,2,30+ days,2016-10-16 00:34:31.431672
